task_id,n_msgs,total_tokens,tokens_system,tokens_user,tokens_assistant,tokens_tool,share_tool_of_total,share_tool_of_nonsystem,share_assistant_of_nonsystem
0c699abf-bc77-454a-8197-d56a2294098a,13,10171,6194,20,1017,2940,0.289057123193393,0.7392506914759869,0.25572039225546894
67584368-7a5c-4d7a-b682-40ee44ff8c61,5,7069,6194,57,685,133,0.01881454236808601,0.152,0.7828571428571428
71beb770-2c25-4376-b4db-0d2eaa7c2234,13,70157,6194,27,3120,60816,0.8668557663526092,0.9507996810656161,0.048778199896815345
8ffd06f9-f10f-4aeb-8ef2-57f8bb8f0f8e,13,70005,6194,27,6581,57203,0.8171273480465681,0.8964441867389635,0.10313268872138033
59ddeaf9-0bcd-47b5-8847-f411db09f692,13,60306,6194,27,2877,51208,0.8491360726959175,0.9463335304553518,0.053167504435245413
41364111-63cd-4e4f-a068-9616907802c5,31,57946,6194,22,5524,46206,0.797397577054499,0.8928350595146082,0.10673983614159839
637d6462-65e6-42a3-954d-3f5129f2a3b6,31,28323,6194,19,2120,19990,0.7057868163683225,0.9033395092412672,0.09580188892403634
aaf09a9a-950d-4bf0-a21a-d7d10047d51c,34,83689,6194,66,3249,74180,0.8863769432063952,0.9572230466481708,0.04192528550229047
7c1d3f5a-dd10-4e3c-a0f1-a94bc2a010bd,25,61931,6194,39,9715,45983,0.7424876071757278,0.8249995514649155,0.1743007338033981
835d7635-aea6-48b4-96c4-206c5e95f083,34,51594,6194,58,19044,26298,0.509710431445517,0.5792511013215859,0.4194713656387665
3f4b79bf-7f27-48e9-b619-85f858dd59e2,34,64278,6194,55,35084,22945,0.3569650580291857,0.3950313339301701,0.6040217615866675
b92eecfe-0cff-4746-ae98-986f2512c084,34,72126,6194,63,10372,55497,0.7694451376757341,0.8417308742340593,0.15731359582600254
930977e3-cb4e-4bcd-8218-c717389c4c14,21,29822,6194,19,19436,4173,0.13993025283347865,0.17661249365159978,0.8225833756560014
e0faf24b-e135-412f-b89d-c90b263e677b,10,16355,6194,29,432,9700,0.5930907979211251,0.954630449758882,0.042515500442869794
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,19,11627,6194,20,3939,1474,0.12677388836329234,0.27130498803607583,0.7250138045278851
4d2329c7-4e2a-4067-b4ee-451967d130e7,34,67811,6194,54,2407,59156,0.8723658403503857,0.9600597237775289,0.03906389470438353
1a2a12a6-0353-4326-9590-d8a5b5e56de5,34,21714,6194,67,12338,3115,0.14345583494519665,0.20070876288659795,0.7949742268041237
4143608f-6ca7-4f3b-af9c-63e2389306ae,7,8159,6194,38,974,953,0.11680352984434367,0.48498727735368957,0.4956743002544529
19be0b4f-b8d3-48f9-af88-6d22eda39812,17,22455,6194,27,3750,12484,0.555956357158762,0.7677264620872025,0.23061312342414367
4d970add-e084-4d3d-ab6a-e2d17adf6293,7,27652,6194,26,2297,19135,0.6919933458700999,0.8917420076428372,0.10704632304967844
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,34,23416,6194,59,2877,14286,0.6100956610864366,0.8295203809081407,0.16705376843572176
6b062f7e-1668-49e5-b364-8e4ac8c6d149,5,8358,6194,19,1664,481,0.05754965302703996,0.2222735674676525,0.7689463955637708
4375060a-a136-4353-a0d2-d3c7e0d28952,23,16654,6194,33,6936,3491,0.20961931067611383,0.33374760994263863,0.6630975143403441
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,34,48169,6194,65,2847,39063,0.810957254665864,0.9306253722453841,0.06782608695652174
d34beda0-2a3d-40fd-9373-56267c6330a6,16,68199,6194,19,6134,55852,0.8189562896816669,0.900766067252641,0.09892750584630272
51c83727-0266-42e9-943f-f2186bc19e56,24,66945,6194,27,24420,36304,0.5422959145567257,0.5975868709980082,0.4019686918733848
268a8715-aca4-4edd-908c-60feff040be7,16,26293,6194,25,16742,3332,0.12672574449473245,0.16577939200955272,0.8329767650131847
1bab22d7-39f7-4f86-82ac-420db3a53d39,9,16883,6194,22,826,9841,0.5828940354202452,0.9206661053419403,0.07727570399476097
89f00409-edc2-48ec-8774-6080cb79d28a,5,6519,6194,27,231,67,0.010277649946310783,0.20615384615384616,0.7107692307692308
6afb4072-ee38-4f5f-b034-24672eb7771a,25,58177,6194,23,7101,44859,0.7710779173900338,0.8629551968912914,0.13660235076852048
903bb83a-4a52-4850-8fa3-128c213d04d0,31,87120,6194,18,19565,61343,0.7041207529843894,0.758013493809159,0.24176408076514347
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,34,53441,6194,54,3790,43403,0.8121666884975954,0.9186403369526107,0.0802167333375664
1dd650a9-50b2-447b-92df-cee37a2acd2b,7,26425,6194,21,612,19598,0.7416461684011353,0.96871138352034,0.030250605506401067
d092add3-22b7-481a-9dc0-3c454f3a6a2d,7,6731,6194,29,396,112,0.016639429505274105,0.2085661080074488,0.7374301675977654
ba269179-b925-4e01-9b6c-5cb0128ef00b,6,6541,6194,19,190,138,0.021097691484482494,0.3976945244956772,0.547550432276657
91ac7a33-f316-4381-8b50-70b52e0c9ce3,9,6947,6194,19,506,228,0.03281992226860515,0.30278884462151395,0.6719787516600265
95964889-66a6-484f-af09-ac91da7a2a00,6,6470,6194,21,143,112,0.01731066460587326,0.4057971014492754,0.5181159420289855
9dc4d089-dafb-4423-a37f-c0b97b678c24,5,10520,6194,26,3135,1165,0.11074144486692016,0.2693018955154877,0.7246879334257975
35bea426-1ba7-40d4-b82d-b9e61e73d42f,7,6986,6194,26,631,135,0.01932436301173776,0.17045454545454544,0.7967171717171717
5d112b1f-46b3-47e6-801b-55f3a5043f08,34,45468,6194,59,37371,1844,0.0405559954253541,0.04695218210520955,0.9515455517645262
9ac64f5c-f4d5-4c75-8e5d-d9c4127c60a4,34,35233,6194,67,6657,22315,0.6333550932364544,0.7684493267674507,0.2292434312476325
9c74299e-0dee-476f-b510-cc9e2970ff25,17,42816,6194,26,1965,34631,0.8088331464872944,0.9456337720495877,0.05365627218611763
cfb2b443-e02c-4a29-b2e2-5e5fb8a1d202,18,59816,6194,19,6600,47003,0.7857930988364317,0.8765618589384954,0.12308380888441312
4fcdf347-4875-4b28-840f-4cbccc126157,21,122699,6194,21,2180,114304,0.9315805344786836,0.9811081069481996,0.01871164327711257
e6d0c851-dd71-41e2-8ac7-c3186eadf526,5,7114,6194,26,670,224,0.031487208321619345,0.24347826086956523,0.7282608695652174
a5c094fc-f083-4b14-865c-b472ecff8905,25,27365,6194,31,7448,13692,0.5003471587794628,0.6467337395493836,0.3518019932927117
aaf70cd9-abc5-444f-91a0-d5a3f3b149c3,9,19729,6194,28,1930,11577,0.5868011556591819,0.8553380125600295,0.1425932766900628
9d68e581-fbce-4ac7-9b48-3ca7f0c02194,34,33456,6194,62,11212,15988,0.47788139646102346,0.5864573398870222,0.41126843225001836
624c8df5-d6cd-4c8f-8a68-24aa702ecd9d,19,25583,6194,27,7463,11899,0.46511355196810383,0.6136984888338749,0.38490896900304294
a9ec1332-46fd-4962-a0cc-ad4526f18cae,34,53761,6194,54,3400,44113,0.8205390524729823,0.9273866335905144,0.07147812559127126
05ac4705-47e0-4c8a-a2d6-8a268ee5bbc7,6,8490,6194,24,1189,1083,0.12756183745583038,0.47168989547038326,0.5178571428571429
060d3906-fb43-4b6a-9f84-a3103381e614,6,7162,6194,18,263,687,0.0959229265568277,0.7097107438016529,0.27169421487603307
3dc61687-7742-47cb-b13b-925b74365a19,31,24287,6194,18,2489,15586,0.6417424959855067,0.8614381252418062,0.13756701486762837
dee0ef42-063b-4b39-a395-39e9a5a5d242,30,69300,6194,26,2021,61059,0.8810822510822511,0.9675625138655596,0.03202548093683644
0aace1f5-f64d-48d0-a8c1-e545ad277667,7,45097,6194,25,2577,36301,0.8049537663259196,0.9331156980181478,0.06624167801969
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,34,83963,6194,57,5944,71768,0.8547574526874933,0.9228355771579936,0.07643148298165078
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,34,81965,6194,60,16658,59053,0.7204660525834198,0.7793614971427063,0.2198466431748294
8360ae52-cd6c-4716-a508-34f5571337d9,10,65204,6194,39,1897,57074,0.8753143978897,0.9671920013557024,0.032147093712930015
86253e59-7622-426c-9b80-576672a31dba,31,66381,6194,26,2874,57287,0.863002967716666,0.9518168375230531,0.0477511755030156
7f4a2663-f3c3-4f91-95ee-eb1b2297d4c3,5,10550,6194,31,2916,1409,0.13355450236966826,0.3234618916437098,0.6694214876033058
946e57e0-588a-4fea-8706-55d3494484a4,34,18092,6194,62,10330,1506,0.08324121158523104,0.12657589510842157,0.8682131450663977
1f6fddff-3929-4a5b-8212-7996a749b303,34,41831,6194,59,10956,24622,0.5886065358227152,0.6909111316889749,0.3074332856301035
0c082354-fa8a-491d-aa69-f31716080171,34,78928,6194,53,6547,66134,0.8379028988445165,0.9092583935985922,0.09001292380454808
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,11,50963,6194,26,1405,43338,0.8503816494319408,0.968035917710916,0.031383323281735126
463f274d-2c91-4029-b696-572c3f41bf74,7,9633,6194,28,926,2485,0.2579674037163916,0.7225937772608316,0.26926432102355335
4176c822-4861-4299-8d1f-00b6cf36a64e,5,10024,6194,21,2484,1325,0.13218276137270552,0.34595300261096606,0.6485639686684073
b8c5d0b1-f530-4230-9a9e-628e49e01386,34,40117,6194,62,30813,3048,0.075977765037266,0.0898505438787843,0.9083217875777496
d9a346f1-6ac7-400d-80e1-c56f3d631468,13,20135,6194,19,1471,12451,0.6183759622547802,0.8931210099705903,0.1055161035793702
41533bec-e68f-4235-8e86-6da478ba0579,5,6486,6194,27,198,67,0.010329941412272586,0.22945205479452055,0.678082191780822
2a9e3ed5-ada0-43c0-a398-135d174111d8,17,27132,6194,26,16408,4504,0.1660032434026242,0.21511128092463463,0.7836469576845926
f8392641-08b0-4476-8ae0-931f075ff9ff,31,32975,6194,20,2667,24094,0.730674753601213,0.8996676748441059,0.09958552705276129
2127e006-a978-4693-bfef-c58bdca3bc6e,29,15651,6194,22,3099,6336,0.4048303622771708,0.6699799090620704,0.3276937718092418
d6dee63d-1f03-4f77-9b1f-377259c99d66,15,8689,6194,23,1030,1442,0.1659569570721602,0.5779559118236473,0.41282565130260523
5d4c1b8c-bcaa-4cb8-868a-b50ccb5de9f4,9,28346,6194,26,4225,17901,0.6315176744514217,0.8080985915492958,0.19072769953051644
e3be5f6f-5b6b-4c54-841b-8baf5e5fe8b4,7,13559,6194,19,431,6915,0.5099933623423556,0.9389002036659878,0.05852002715546504
d99a6738-113d-46da-bdcf-f9440a622a3a,7,44812,6194,18,1758,36842,0.8221458537891636,0.9540110829147029,0.045522813195919
7b9ae582-d1ad-4469-bde2-314f25067f73,7,18040,6194,27,776,11043,0.612139689578714,0.9322134053689008,0.06550734425122404
e3c20d07-2210-4681-b975-ed57f6c93974,23,16394,6194,21,8527,1652,0.10076857386848848,0.1619607843137255,0.8359803921568627
68752e8c-6f93-4bff-b611-a85eabbde75f,34,42064,6194,66,25722,10082,0.23968238874096615,0.2810705324783942,0.7170894898243657
8dff77bf-42a5-4bbf-9f58-e364545e278e,34,33776,6194,55,9493,18034,0.5339294173377546,0.6538322094119353,0.3441737364948155
92661a92-561d-4f4a-8dd4-9eedd776c143,5,9796,6194,20,3047,535,0.054614128215598204,0.14852859522487508,0.8459189339255969
272b8564-3543-4592-bcd8-594d9c6053cb,34,33606,6194,59,24630,2723,0.08102719752425162,0.09933605720122574,0.8985116007587918
1ce551b3-79ac-4fa6-8544-5a4cd35c7b8f,12,20541,6194,19,823,13505,0.6574655566914951,0.9413117724959922,0.057363908831114516
e6aa6dfc-8a43-4314-bbb8-6886b6e8fa41,5,7123,6194,26,673,230,0.03228976554822406,0.24757804090419805,0.7244348762109796
bcc750c3-10bf-43de-8aa5-08b314f7565e,31,64376,6194,21,17445,40716,0.6324717285945073,0.6998040631123028,0.2998350005156234
cd8c2584-2f9a-4b60-93a9-7a52eb192f85,34,57479,6194,66,6076,45143,0.7853824875171802,0.8802378863215365,0.11847518767670859
de6be960-1965-4634-80fe-2ef5fcfd439c,34,37536,6194,61,5150,26131,0.6961583546462063,0.8337374768681003,0.16431625295131133
7a90d2be-9486-4903-b8cb-729ddd01a91b,30,43463,6194,25,26164,11080,0.2549294802475669,0.29729802248517534,0.7020311787276289
80187be1-d50d-449c-bea3-486a71189558,8,15103,6194,19,6236,2654,0.175726676819175,0.2979009989897856,0.6999663261870019
62915c6c-d5cb-4bae-8320-eafa9473496a,16,27779,6194,25,1183,20377,0.7335397242521329,0.9440352096363215,0.05480657864257586
20e33395-1842-4b17-a289-293c82c4bf22,26,21278,6194,21,10814,4249,0.19968982047184886,0.2816892071068682,0.7169185892336251
d797fd2a-8658-4e39-8072-b4c4cded152d,34,39907,6194,59,17163,16491,0.41323577317262633,0.4891584848574734,0.5090914484026933
811c3af1-6070-49c3-b529-1c035c6f018a,17,15241,6194,26,2556,6465,0.42418476477921396,0.7146015253675252,0.28252459378799605
788d2eb5-eb22-4617-9488-8f7ceab3e873,15,58881,6194,27,2799,49861,0.8468096669553846,0.9463624803082354,0.05312505931254389
de85ba25-3e93-4c7f-b561-bd9d11388c6e,10,20727,6194,29,6996,7508,0.3622328363969701,0.5166173536090277,0.4813871877795362
50522b47-610e-46db-a423-280a73f1de1c,15,47426,6194,27,3917,37288,0.7862353983047273,0.9043461389212263,0.09499902987970509
27f73965-71fe-44e9-bc12-2708115ba451,23,28992,6194,24,13657,9117,0.314466059602649,0.39990350030704447,0.5990437757698044
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,11,14161,6194,31,5966,1970,0.1391144693171386,0.24726998870340153,0.7488389607129409
39bfeebf-35ab-4f07-ad0a-7e0809103b58,23,33473,6194,24,5979,21276,0.6356167657515012,0.7799406136588585,0.21917958869460025
425ccb3c-24c2-46e8-913d-9cef9d34d98d,15,19539,6194,24,2940,10381,0.5312963815957827,0.7778943424503559,0.22030723117272386
34eab007-71b4-4736-a43e-fc085124e9a6,34,42314,6194,62,25139,10919,0.2580469820863071,0.3022978959025471,0.6959856035437431
cdc33ffa-75c1-4168-a51f-d37f4b2cce34,32,124558,6194,60,17104,101200,0.812472904189213,0.8549896928120037,0.14450339630292994
5750a64a-e7a0-439e-b545-fc946843501f,20,34400,6194,25,5236,22945,0.6670058139534883,0.8134794015457704,0.1856342622137134
f72646f2-0533-42e3-8629-1085a674824c,31,62142,6194,28,4413,51507,0.8288597084097712,0.9206227210981626,0.07887681418459999
40a6fc06-95bd-4970-bff8-cff7460ac8d9,34,38099,6194,64,24233,7608,0.19969028058479224,0.2384579219558063,0.7595361228647547
3cf46788-5944-47d3-a969-5368f68558b5,34,66641,6194,60,18919,41468,0.6222595699344248,0.6860224659619171,0.3129849289460188
64a271ff-966c-4818-abd5-08b5724a16c5,31,16987,6194,24,1553,9216,0.5425325248719609,0.8538867784675253,0.14388955804688225
152e40fb-2083-4b02-846d-61d4dc36854c,34,18017,6194,59,1728,10036,0.5570294721651773,0.8488539287828808,0.14615579802080692
a956431a-7ed3-440f-856d-688f6d60b1d3,6,6864,6194,27,334,309,0.04501748251748252,0.46119402985074626,0.49850746268656715
ad251fb7-3f10-442e-b23d-5053d0668786,9,7402,6194,27,796,385,0.05201296946771143,0.31870860927152317,0.6589403973509934
85e9f39b-618f-42b2-9597-4bbcff145150,17,17309,6194,19,9026,2070,0.11959096423825756,0.1862348178137652,0.8120557804768331
6b183281-51e2-43a6-b6e9-3a36f194f1fe,34,89047,6194,62,28667,54124,0.6078138511123339,0.6532533523227886,0.3459983343994786
93daafcc-9430-4d45-87ea-ac21afb2f76f,9,6960,6194,24,352,390,0.05603448275862069,0.5091383812010444,0.4595300261096606
c47471af-2930-4136-9bf3-74314f4229f0,31,63864,6194,18,3450,54202,0.848709758236252,0.939864747702445,0.05982313161088954
27e34980-baf6-4595-b801-4b784ff3efb5,34,27814,6194,56,6594,14970,0.5382181635147767,0.6924144310823311,0.304995374653099
e0eb78d1-c0c6-434a-a141-7fdd2ffe1ed4,22,19806,6194,34,11950,1628,0.08219731394526911,0.11960035263003232,0.8779018513076697
491faa40-8472-4c5a-81c8-51c8723d43d6,30,104327,6194,21,17131,80981,0.7762228378080459,0.825216797611405,0.17456920709649149
ae13593e-7b36-4ac6-9172-b414c93cb838,18,19414,6194,34,6087,7099,0.36566395384773875,0.5369894099848714,0.46043872919818457
08f26c63-968d-4351-aa89-732975d0f189,15,24741,6194,24,3046,15477,0.6255608099915121,0.8344745780988839,0.16423141208820832
edc170d6-1586-4ad9-9a61-8b3e309f8e73,34,13271,6194,64,5325,1688,0.1271946349182428,0.23851914653101597,0.7524374735057228
3b17f9b4-9eee-4b6d-a03e-6acc59cf7cb1,31,12192,6194,19,4398,1581,0.1296751968503937,0.26358786262087364,0.733244414804935
0fa5f4a7-d7cf-4b52-a997-e093d016bf21,31,27220,6194,32,4316,16678,0.6127112417340191,0.7932084086369258,0.2052696661276515
efd73b39-6417-4740-9e3c-8e4c3ed512f6,11,14962,6194,26,996,7746,0.5177115358909237,0.8834397810218978,0.1135948905109489
7579a577-8b85-4c82-8f2f-fd7d06ab2504,34,20224,6194,68,12073,1889,0.09340387658227849,0.13464005702067,0.8605131860299359
9cae3e63-33a1-44b1-b48d-ba16eba0a3e1,20,39438,6194,27,9138,24079,0.6105532734925706,0.7243111538924317,0.2748766694741908
8f26fffc-c348-4d49-9d93-7fd896c63883,5,7201,6194,67,689,251,0.03485626996250521,0.24925521350546176,0.6842105263157895
a8f4a181-6bd3-4806-b643-d52139824fe8,11,16038,6194,23,979,8842,0.5513156253896995,0.8982121088988216,0.09945144250304754
95cc3676-ecda-404a-b043-adca25b2c77b,15,60941,6194,27,3851,50869,0.8347253901314386,0.9291650684055748,0.07034175388605768
c396bc84-72bd-4954-bdb5-f1671870e065,25,23390,6194,37,7792,9367,0.4004702864471997,0.5447197022563387,0.4531286345661782
54c4aaad-c42b-41e1-ae4c-b60e4b3ef74f,6,6921,6194,22,283,422,0.060973847709868516,0.5804676753782668,0.3892709766162311
c6f62b9e-b33f-4118-b360-357099846a04,15,36277,6194,22,1180,28881,0.7961242660638972,0.960043878602533,0.03922481135525047
0823103b-0701-4423-9df7-d69161206364,9,39490,6194,21,825,32450,0.8217270194986073,0.9745915425276309,0.024777751081210955
6c6f43ae-9286-48af-87e1-9a1ac9ac8c04,34,24723,6194,58,13532,4939,0.19977349027221616,0.2665551297965352,0.7303146419126775
7d10b693-1cf4-43b8-add3-4592fe3f310f,34,63094,6194,72,15050,41778,0.6621548800202872,0.7342355008787346,0.26449912126537783
7a9d7c36-03cc-4bc9-81e4-9e98f4ed9857,29,76143,6194,43,5275,64631,0.8488107902236581,0.9239731804600495,0.07541208594833379
30b9cb47-6096-4f82-a08d-89ffc43d2173,34,112887,6194,59,21634,85000,0.7529653547352663,0.7966783200397402,0.20276869147929105
e3cd2fd0-c44c-4953-aa35-978b36e3743e,6,6605,6194,22,204,185,0.028009084027252083,0.45012165450121655,0.49635036496350365
bae73496-7859-43c5-aa7f-420f2d4f1ce5,5,6653,6194,22,381,56,0.008417255373515706,0.12200435729847495,0.8300653594771242
eb90c689-e926-49c0-91b4-28cc25dcdd55,11,9561,6194,19,1092,2256,0.23595858173831188,0.6700326700326701,0.32432432432432434
fb7fe580-6beb-42f1-9ff3-48d716948a2a,7,11286,6194,29,1740,3323,0.2944355839092681,0.6525923016496465,0.34171249018067557
a4ab4a45-c238-4b53-90da-ec0e8118f483,5,10162,6194,27,1084,2857,0.28114544381027357,0.7200100806451613,0.27318548387096775
b6dd7def-34cb-417f-baed-be7b35a990d5,5,9701,6194,27,2798,682,0.07030203071848264,0.19446820644425436,0.7978329056173368
36c3bd40-2491-4663-b1db-c6012cfa505f,5,11055,6194,26,3106,1729,0.15639981908638625,0.3556881300144003,0.6389631763011726
d8e1d929-ad67-41ab-8e2e-6daad71a7f6b,34,20092,6194,60,9051,4787,0.2382540314553056,0.3444380486400921,0.6512447834220751
6c4fe746-8911-4ecd-b1f5-7b8063f33648,21,73529,6194,27,3722,63586,0.8647744427368793,0.9443231603178139,0.05527585950842801
c54b723e-8cf7-40a6-bdfa-b98fa2319c9c,5,13382,6194,43,1390,5755,0.4300552981617098,0.8006399554813578,0.19337785197551474
6bf6efda-cf42-4672-901a-df8fe394c3ff,8,13541,6194,24,350,6973,0.5149545823794403,0.9490948686538724,0.04763849190145638
b994d833-7479-4f5b-9f8a-ce207a6deee6,34,56413,6194,66,21170,28983,0.5137645578146881,0.577132161134232,0.4215535952527928
7b376972-ca04-483b-af7c-da334b3659ef,13,12711,6194,19,4662,1836,0.144441822043899,0.2817247199631732,0.715359828141783
a07c3d42-547d-4128-82ef-b4f15ca2f21f,11,11413,6194,23,1425,3771,0.33041268728642775,0.7225522130676375,0.2730408124161717
78a590bd-eff1-486d-b115-c006830b291e,34,90601,6194,52,3827,80528,0.8888202116974426,0.954044095868826,0.04533984148234151
501f08f0-f6ff-4ead-b77b-23e68f09fcdc,5,9949,6194,19,3104,632,0.06352397225851844,0.16830892143808257,0.8266311584553928
afe86fd4-e90b-428d-9893-83d18810474f,15,18216,6194,17,1936,10069,0.5527558190601669,0.837547828980203,0.1610380968224921
8d796c49-e72d-46e9-821c-a378dc42678f,8,21489,6194,31,3782,11482,0.5343198845921169,0.7507028440666884,0.24727034978751225
bc9cf9ac-3da5-444b-b8e6-0bf59181a8de,12,13027,6194,32,6245,556,0.042680586474245795,0.08136982291819113,0.9139470218059418
3025b215-dd7a-4891-8136-ec1ab027c4de,25,85013,6194,41,14297,64481,0.7584839965652312,0.8180895469366524,0.18139027391872517
a04a3bd1-d892-41ea-b738-aebd109fe362,29,10097,6194,22,1810,2071,0.20511042884024958,0.5306174737381502,0.46374583653599794
05f7bc53-9d44-4e9a-a93c-a00c96f9a05b,9,17577,6194,19,3858,7506,0.4270353302611367,0.6594043749450935,0.3389264692963191
fb40448f-75d9-48c0-b182-1bb6bf2a3d4f,31,16846,6194,18,3535,7099,0.42140567493767067,0.666447615471273,0.33186256102140443
0db92d74-5d3c-465e-a2e1-08887bb47973,9,8989,6194,17,835,1943,0.21615307598175548,0.695169946332737,0.29874776386404295
038868a7-aff5-4be7-a2aa-987e9fbeb2d4,13,58681,6194,21,2505,49961,0.8513999420596104,0.9518737973212414,0.047726103606607354
ab493f77-cc44-40ad-aff7-4a08e91c52db,5,9852,6194,20,3042,596,0.060495330897279743,0.16293056314926188,0.8316019682886824
7f91069e-0010-4515-b0d2-e38936ad275a,5,7089,6194,27,592,276,0.03893355903512484,0.30837988826815643,0.6614525139664804
b3a9277a-afa8-4fc1-8c11-c51f34b4cedf,8,6674,6194,27,294,159,0.02382379382679053,0.33125,0.6125
4265f965-27a8-4122-a8ba-a810e9f87d4d,5,6550,6194,27,262,67,0.010229007633587786,0.18820224719101122,0.7359550561797753
ab3bfee9-b50f-4012-9412-2764ddbe593e,30,9120,6194,22,1836,1068,0.11710526315789474,0.3650034176349966,0.6274777853725222
d4f48dc2-fea9-422d-8879-331ab7de67ca,7,10640,6194,20,3107,1319,0.12396616541353384,0.29667116509221775,0.6988304093567251
cd9a616e-3c3a-4762-8740-072c0d13b0a1,21,70337,6194,41,3073,61029,0.8676656667187966,0.9514522239371405,0.047908579268197624
30a3932d-1552-4906-883c-4e35704ef02f,9,19716,6194,22,8218,5282,0.2679042402109961,0.39062268895133856,0.6077503327910072
39e8f328-ab0d-41f3-8eb0-1c3528b24e60,25,65934,6194,18,2847,56875,0.8626050292716959,0.9520421827920991,0.04765651155005022
3bbfa6d8-8fde-4106-a2aa-7cfdbf584e06,34,13214,6194,55,3051,3914,0.29620099894051766,0.5575498575498575,0.4346153846153846
2acc68c2-c312-44e3-9124-6d200c113ddf,18,83825,6194,26,1621,75984,0.906459886668655,0.9787842485604977,0.020880833687573264
367aead2-8c96-4952-99ad-03d1a6e8875d,34,33866,6194,62,12389,15221,0.4494478237760586,0.5500505926568372,0.44770887539751375
e2c9fb0e-de8c-45dc-b302-631c972763a9,5,7817,6194,19,1219,385,0.04925163106050914,0.23721503388786197,0.7510782501540357
13973d03-5a8f-4f26-9a22-b210e96c3e5c,29,16760,6194,23,2254,8289,0.4945704057279236,0.7844974446337308,0.21332576187772098
80f67177-1289-4038-bd36-a187af3c2205,34,34528,6194,59,13712,14563,0.4217736329935125,0.5139761417378415,0.48394155431636904
4d09a933-32ed-4ac9-ae4c-0ab6d5aa8d41,34,52924,6194,61,18179,28490,0.538319099085481,0.6096725872030815,0.3890220415150867
6b9f8caa-fe20-4dd5-9d57-1681035a05b4,17,22373,6194,21,13989,2169,0.0969472131587181,0.13406267383645468,0.8646393473020583
2f818025-9e40-488d-acb1-2ca8c8f10665,26,24820,6194,19,2173,16434,0.6621273166800967,0.8823150434875979,0.11666487705358101
b6097761-c1fb-4954-b269-8e29037d73fb,15,56765,6194,14,2599,47958,0.8448515810798908,0.9483300705938186,0.0513930909019003
46e849da-665f-4bac-88c8-db811198dfbb,6,7259,6194,25,688,352,0.04849152775864444,0.3305164319248826,0.6460093896713615
aa421159-9f58-46b7-8644-359e74c6c978,6,6476,6194,22,148,112,0.017294626312538603,0.3971631205673759,0.524822695035461
ae00cd1f-51c5-4680-9c3e-19f0fe1441aa,34,30125,6194,57,1976,21898,0.7269045643153527,0.9150474280222306,0.0825707241653086
2042f6a2-45ed-4290-9d01-c103019c261f,34,47414,6194,55,9242,31923,0.6732821529506053,0.7744541484716158,0.22421154779233382
c00f87e1-6902-41db-92bd-70e3463cb739,7,6794,6194,19,462,119,0.017515454813070357,0.19833333333333333,0.77
8e5931ff-aa81-4e55-819f-3cd8b75f2554,17,17014,6194,19,1219,9582,0.5631832608440108,0.8855822550831793,0.11266173752310536
395ba141-5018-4e61-8104-bfb03df47cd1,31,30293,6194,32,5559,18508,0.6109662298220712,0.7679986721440724,0.2306734719282958
68177e27-3e6c-4ddf-bf10-252319423915,19,20551,6194,20,8910,5427,0.26407474088852123,0.378003761231455,0.6206031900814933
deca8b65-9862-4948-a034-cd9ded553977,13,16905,6194,24,1028,9659,0.5713694173321503,0.9017832135188124,0.09597609933713006
1dc0831d-b62c-4fe3-86e1-dd31b1bece7a,31,15605,6194,31,7667,1713,0.10977250881127844,0.18202103920943577,0.8146849431516311
6275aabb-f1bb-47d9-9767-9032f14b43e6,34,92272,6194,59,24367,61652,0.6681550199410439,0.7162341132461256,0.2830804619066428
33e3dec2-808e-4c4a-a566-25b399d35454,7,7789,6194,53,1149,393,0.050455770959044806,0.2463949843260188,0.7203761755485893
44728b40-e12d-4621-bda3-952dd35f1122,9,10725,6194,31,3616,884,0.08242424242424243,0.19510041933348046,0.7980578238799382
a6d2e744-fd7d-47f8-855d-674d14b51db1,11,45179,6194,24,1722,37239,0.8242546315766175,0.9552135436706426,0.044170834936514046
027664f1-361b-4018-9291-bd77543b2b6f,15,46984,6194,37,1430,39323,0.8369444917418696,0.9640353027702868,0.0350576121598431
1745d81b-b5b8-4fae-a602-1262d7e53b05,5,9221,6194,30,1136,1861,0.20182192820735279,0.614800132144037,0.37528906508093823
80550bfd-c880-461d-9d68-9b568a6810ee,5,9641,6194,31,2978,438,0.04543097189088269,0.12706701479547433,0.8639396576733391
164f3abe-0e28-4b80-97a1-3092578e52bd,9,48303,6194,25,2249,39835,0.8246899778481668,0.9459972927402693,0.053409009950366904
5d833363-76a9-4c9b-9b6a-d18a96b02451,17,43002,6194,32,8678,28098,0.6534114692339891,0.7633666594218648,0.23576396435557487
02ecb038-3620-4c4c-b32a-52ceeaabc0cf,5,9227,6194,32,2323,678,0.0734800043351035,0.22354104846686448,0.7659083415759974
